"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
205,"NCT03047473","Avelumab in Patients With Newly Diagnosed Glioblastoma Multiforme","SEJ","Active, not recruiting","No Results Available","Glioblastoma Multiforme of Brain","Biological: avelumab","Safety and tolerability according to emergent adverse event leading to avelumab interruption or termination|iRANO criteria","Clinique Neuro-Outaouais","All","18 Years and older   (Adult, Older Adult)","Phase 2","30","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CNO-006","March 10, 2017","September 2022","September 2022","February 9, 2017",,"October 30, 2019","Clinique Neuro-Outaouais, Gatineau, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT03047473"
206,"NCT04183088","Regorafenib Plus Tislelizumab as First-line Systemic Therapy for Patients With Advanced Hepatocellular Carcinoma",,"Not yet recruiting","No Results Available","Advanced Hepatocellular Carcinoma","Drug: Tislelizumab+regorafenib for part 1;Tislelizumab+regorafenib for group 1 of part 2; Placebo+regorafenib for group 2 of part 2.","Safety cohort: 14 participants with treatment related serious adverse events as assessed by Common Terminology Criteria for Adverse Events (CTCAE) V5.0.|Randomized cohorts: Objective response rate (ORR) (co-primary)|Randomized cohorts: Progression-free survival (PFS) (co-primary)|Safety cohort: safety as assessed by 25 participants experiencing who incidence and severity of total AE, liver related AE, and immune-related AE.|Safety cohort: Proportion of 25 participants who may escalate the dose of regorafenib (continuous dosing) during study drug treatment|Safety cohort: Objective response rate (ORR)|Randomized cohort: safety as assessed by 100 participants experiencing who incidence and severity of total AE, liver related AE, and immune-related AE.|Randomized cohort: Objective response rate (ORR)|Safety cohort: progression-free survival (PFS)|Randomized cohort: progression-free survival (PFS)","National Taiwan University Hospital|National Taiwan University Hospital, Yun-Lin Branch","All","20 Years and older   (Adult, Older Adult)","Phase 2","125","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","201911021MIFB","March 1, 2020","March 1, 2024","March 1, 2025","December 3, 2019",,"January 2, 2020",,,"https://ClinicalTrials.gov/show/NCT04183088"
207,"NCT03598816","PolyImmune {Durvalumab (MEDI4736) and Tremelimumab} & Vaccine Orchestrated Treatment for Patients With Advanced/Metastatic Renal Cell Carcinoma","PIVOT-RCC","Not yet recruiting","No Results Available","Renal Cell Carcinoma","Drug: Durvalumab|Drug: Tremelimumab|Device: TDS-IM v1.0 System|Biological: Neoantigen DNA Vaccine|Procedure: Research blood draw","Safety of the combination of durvalumab & tremelimumab with or without neoantigen DNA vaccine when given to patients with renal cell carcinoma as measured by the percentage of patients with adverse events of grade 3 or higher|Response rate in patients with renal cell carcinoma treated with durvalumab and tremelimumab with or without neoantigen DNA vaccine by RECIST 1.1 as measured by percentage of patients with radiographic complete response or partial response|Rate of progression-free survival (PFS) in patients with renal cell carcinoma treated with durvalumab and tremelimumab with or without neoantigen DNA vaccine|Rate of overall survival (OS) in patients with renal cell carcinoma treated with durvalumab and tremelimumab with or without neoantigen DNA vaccine","Washington University School of Medicine|MedImmune LLC","All","18 Years and older   (Adult, Older Adult)","Phase 2","48","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","202003083","June 30, 2020","October 31, 2022","March 31, 2024","July 26, 2018",,"April 24, 2020","Washington University School of Medicine, Saint Louis, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT03598816"
208,"NCT04017897","The Combination of Anti-PD-1 With Radiotherapy in Previously Untreated Metastatic Melanoma",,"Recruiting","No Results Available","Melanoma","Drug: The combination of radiotherapy with anti-PD1 (pembrolizumab or nivolumab)","Overall response rate (ORR)|treatment-related adverse events (TRAE)|rate of progression-free survival (PFS)|overall survival (OS)|disease control rate (DCR)","Yonsei University","All","20 Years to 80 Years   (Adult, Older Adult)","Phase 2","52","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","4-2019-0461","July 3, 2019","July 2022","July 2022","July 12, 2019",,"July 12, 2019","Department of Surgery, Yonsei University College of Medicine, Seoul, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT04017897"
209,"NCT03013101","Safety and Efficacy of Recombinant Humanized Anti-PD-1 mAb for Patients With Locally Advanced or Metastatic Melanoma",,"Active, not recruiting","No Results Available","Advanced Melanoma|Metastatic Melanoma","Biological: humanized anti-PD-1 monoclonal antibody toripalimab","Objective response rate (ORR) by RECIST 1.1 and irRECIST Objective response rate (ORR) by RECIST 1.1 and irRECIST|Duration of response (DOR) by RECIST1.1 and irRECIST|Progression free survival (PFS) by RECIST1.1 and irRECIST|Overall survival (OS)|Immunogenicity of anti-PD-1 monoclonal antibody|Number of participants with treatment-related adverse events as assessed by CTCAE v4.0","Shanghai Junshi Bioscience Co., Ltd.","All","18 Years and older   (Adult, Older Adult)","Phase 2","128","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Junshi-JS001-BJZL-II","December 28, 2016","September 16, 2018","December 2021","January 6, 2017",,"March 11, 2019","Beijing Cancer Hospital, Beijing, Beijing, China|Sun Yat-sen University Cancer center, Guangzhou, Guangdong, China|Wuhan Union Hospital, Wuhan, Hubei, China|The 81st Hospital of Chinese People's Liberation Army, Nanjing, Jiangsu, China|The First Hospital of Jilin University, Changchun, Jilin, China|Yunnan Cancer Hospital, Kunming, Yunnan, China",,"https://ClinicalTrials.gov/show/NCT03013101"
210,"NCT04294498","Durvalumab for Advanced Hepatocellular Carcinoma in Patients With Active Chronic Hepatitis B Virus Infection",,"Not yet recruiting","No Results Available","Advanced Hepatocellular Carcinoma","Drug: Durvalumab","The rate of HBV reactivation during durvalumab treatment|The rate of hepatitis flare during durvalumab treatment|To assess the rate of HBV-associated hepatitis during durvalumab treatment.|To assess the efficacy of durvalumab treatment|To assess the adverse events during durvalumab treatment.","National Taiwan University Hospital|Ministry of Science and Technology, Taiwan, ROC|AstraZeneca","All","20 Years and older   (Adult, Older Adult)","Phase 2","43","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","201910075MIPD","April 1, 2020","December 31, 2022","December 31, 2022","March 4, 2020",,"March 4, 2020","National Taiwan University Hospital, Taipei City, Taiwan",,"https://ClinicalTrials.gov/show/NCT04294498"
211,"NCT04414969","Anti-PD-1 Antibody Combined With Peg-Asparaginase and Chidamide for the Early Stage of NK/T Cell Lymphoma",,"Not yet recruiting","No Results Available","Immune Checkpoint Inhibitor|Chemotherapy Effect|Epigenetic Disorder|NK/T-cell Lymphoma of Nasal Cavity","Drug: Anti-PD-1 antibody+Peg-Asparaginase+Chidamide","Objective response rate (ORR)|Complete remission rate|Progression Free Survival (PFS)|Overall Survival (OS)|Safety issue","Hunan Cancer Hospital","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","35","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","HNCH-NKT-2020","June 25, 2020","July 1, 2022","July 1, 2025","June 3, 2020",,"June 3, 2020",,,"https://ClinicalTrials.gov/show/NCT04414969"
212,"NCT03750071","VXM01 Plus Avelumab Combination Study in Progressive Glioblastoma",,"Recruiting","No Results Available","Recurrent Glioblastoma","Biological: VXM01|Biological: Avelumab","Treatment-emerging adverse events (safety and tolerability of VXM01 in combination with avelumab)|Clinical response as assessed by time to progression (TTP)|Clinical response as assessed by progression free survival (PFS)|Clinical response as assessed by recurrence-free survival after re-operation (RFS)|Clinical response as assessed by Overall Survival (OS)|Best overall response (OR) on MRI according to iRANO in subjects with or without surgery prior to trial entry (up to re-operation)|Duration of Response (DoR) on MRI according to iRANO in subjects with or without surgery prior to trial entry (up to re-operation)","Vaximm GmbH|Merck KGaA, Darmstadt, Germany|Pfizer","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","30","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","VXM01-AVE-04-INT","November 21, 2018","December 31, 2020","December 31, 2020","November 21, 2018",,"July 19, 2019","CHU La Timone, Marseille, France|Neurology Clinic and National Center for Tumor Diseases, Heidelberg, Germany|Neurology Clinic, Mannheim, Germany|UMC, Utrecht, Netherlands",,"https://ClinicalTrials.gov/show/NCT03750071"
213,"NCT03654833","Mesothelioma Stratified Therapy (MiST) : A Multi-drug Phase II Trial in Malignant Mesothelioma","MiST","Recruiting","No Results Available","Mesothelioma, Malignant","Drug: Rucaparib|Drug: Abemaciclib|Drug: pembrolizumab & bemcentinib|Drug: Atezolizumab & Bevacizumab","Disease control rate (DCR) at 12 weeks assessed by modified RECIST 1.1, in patients with relapsed mesothelioma.|Disease control rate (DCR) at 24 weeks assessed by modified RECIST 1.1, in patients with relapsed mesothelioma.|Objective response rate (ORR) assessed for 12 months|Safety assessed according to CTCAE criteria.|Toxicity assessed according to CTCAE criteria.","University of Leicester|British Lung Foundation|Clovis Oncology, Inc.|Eli Lilly and Company|Merck Sharp & Dohme Corp.|BerGenBio ASA|Roche Pharma AG|University Hospitals, Leicester|The Christie NHS Foundation Trust","All","18 Years and older   (Adult, Older Adult)","Phase 2","120","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","0627","January 28, 2019","July 30, 2021","November 30, 2021","August 31, 2018",,"January 30, 2020","University Hospitals of Leicester NHS Trust, Leicester, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03654833"
214,"NCT04417166","Pembrolizumab and Radiotherapy for Patients With NK/T Cell Lymphoma",,"Not yet recruiting","No Results Available","Lymphoma, Extranodal NK-T-Cell","Drug: Pembrolizumab|Radiation: Involved Field Radiation Therapy","Progression Free Survival (PFS) rate at 2 years - The proportion of patients without disease progression after 2 years from treatment start|Complete remission rate (CRR) - Proportion of patients with complete responses|2-year Event-free survival - Proportion of patient without disease related events after 2 years from treatment start|Treatment related mortality - Number of treatment related deaths|2-year Overall survival - Proportion of patients alive after 2 years from treatment start|Rate of adverse events - Analysis of incidence, severity and relationship of adverse events|Overall Response Rate (ORR) - calculated as the sum of the complete and partial remission rates","International Extranodal Lymphoma Study Group (IELSG)","All","18 Years and older   (Adult, Older Adult)","Phase 2","30","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IELSG50","June 2020","June 2024","June 2026","June 4, 2020",,"June 4, 2020","Shanghai Rui-Jin Hospital, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04417166"
215,"NCT03123276","Pembrolizumab and Gemcitabine Chemotherapy in Leiomyosarcoma and Undifferentiated Pleomorphic Sarcoma","GEMMK","Recruiting","No Results Available","Sarcoma","Drug: Pembrolizumab|Drug: Gemcitabine","Maximum tolerated dose of gemcitabine that can be safely combined with pembrolizumab in the absence of dose limiting toxicities.|Immunophenotyping of biopsies (FFPE samples, density and phenotype of tumour infiltrating lymphocytes; CD3+, CD8+, CD45, FoxP3 and PD1)|Location of tumour infiltrating lymphocytes (proximity to tumour cells and location relative to the microvasculature; Prototype analysis software at ICR)|Response stratification according to tumour PD-L1 expression|preliminary evaluation of response by using RECIST v1.1","Royal Marsden NHS Foundation Trust|Merck Sharp & Dohme Corp.","All","18 Years to 99 Years   (Adult, Older Adult)","Phase 1|Phase 2","24","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","CCR 4541","November 29, 2017","December 2020","December 2020","April 21, 2017",,"May 19, 2020","Royal Marsden, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03123276"
216,"NCT04021420","Safety and Efficacy of Sonocloud Device Combined With Nivolumab in Brain Metastases From Patients With Melanoma","SONIMEL01","Not yet recruiting","No Results Available","Melanoma|Metastatic Melanoma","Device: SONOCLOUD|Drug: Nivolumab Injection","Most Successful Dose (MSD)|Best overall response rate, M3|Overall response rate, M3|Best intracranial overall response rate (BICORR), M3|Intracranial overall response rate (ICORR), M3|Best extracranial overall response rate (BECORR), M3|Extracranial overall response rate (BECORR), M3","Assistance Publique - Hôpitaux de Paris","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","21","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","P160950J","July 5, 2019","January 1, 2022","July 5, 2023","July 16, 2019",,"July 16, 2019","Saint-Louis Hospital, Paris, France",,"https://ClinicalTrials.gov/show/NCT04021420"
